Movie,Month,Day,Year,Budget,Domestic_Gross,Worldwide_Gross
"Che, El Ar the Argentine",Dec,12,2008,58,0.293708,30.118557
"Che, El Ar the Argentine",Dec,12,2008,58,0.293708,30.118557
Delgo,Dec,12,2008,40,0.91584,0.91584
Los Cronocrímenes,Dec,12,2008,2.6,0.039127,0.564474
The Wrestler,Dec,17,2008,6,26.238243,46.634275
Seven Pounds,Dec,19,2008,54,69.951824,166.617328
Seven Pounds,Dec,19,2008,54,69.951824,166.617328
The Tale of Despereaux,Dec,19,2008,60,50.877145,90.482317
The Curious Case of Benjamin Button,Dec,25,2008,160,127.509326,329.631958
Marley & Me,Dec,25,2008,60,143.153751,247.812011
Bedtime Stories,Dec,25,2008,80,110.101975,221.468935
Valkyrie,Dec,25,2008,90,83.107829,203.932174
The Spirit,Dec,25,2008,60,19.806188,39.006188
Waltz with Bashir,Dec,25,2008,2,2.283849,13.912289
Revolutionary Road,Dec,26,2008,45,22.95134,79.60482
Koltchak,Dec,31,2008,20,0,38.585047
Ca$h,Dec,31,2008,13.7,0,11.738256
Rejsen til Saturn,Dec,31,2008,2.7,0,5.377665
Bathory,Dec,31,2008,15,0,3.436763
The Cottage,Dec,31,2008,5,0,1.50496
I Come with the Rain,Dec,31,2008,18,0,0.627422
Extreme Movie,Dec,31,2008,1.2,0,0.081338
Good,Dec,31,2008,16,0.031631,0.031631
Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,Feb,1,2008,6.5,65.281781,70.712099
The Eye,Feb,1,2008,12,31.418697,57.577765
Over Her Dead Body,Feb,1,2008,10,7.570127,21.596074
Sukkar banat,Feb,1,2008,1.6,1.060591,14.25376
Strange Wilderness,Feb,1,2008,20,6.575282,6.947084
Fool's Gold,Feb,8,2008,72.5,70.231041,109.362966
Welcome Home Roscoe Jenkins,Feb,8,2008,27.5,42.436517,43.607627
In Bruges,Feb,8,2008,15,7.800825,34.533783
Jumper,Feb,14,2008,82.5,80.172128,222.640812
The Spiderwick Chronicles,Feb,14,2008,92.5,71.195053,162.839667
Step Up 2 the Streets,Feb,14,2008,17.5,58.017783,148.58691
"Definitely, Maybe",Feb,14,2008,7,32.241649,55.617866
Dolphins and Whales Tribes of the Ocean 3D,Feb,15,2008,6,7.714996,17.252287
Diary of the Dead,Feb,15,2008,2.75,0.95262,5.394447
Genghis Khan: To the Ends of the Earth and Sea,Feb,21,2008,30,0.003892,4.874498
Vantage Point,Feb,22,2008,40,72.266306,150.886329
Be Kind Rewind,Feb,22,2008,20,11.175164,30.894247
Die Fälscher,Feb,22,2008,6.25,5.48857,20.199663
Charlie Bartlett,Feb,22,2008,12,3.950294,5.295909
Witless Protection,Feb,22,2008,7.5,4.151836,4.151836
The Signal,Feb,22,2008,0.05,0.25115,0.406299
The Other Boleyn Girl,Feb,29,2008,40,26.814957,78.26997
Semi-Pro,Feb,29,2008,55,33.479698,43.980363
Semi-Pro,Feb,29,2008,55,33.479698,43.980363
One Missed Call,Jan,4,2008,20,26.890041,44.513466
White Noise 2: The Light,Jan,8,2008,10,0,8.243567
The Pirates Who Don't Do Anything: A VeggieTales Movie,Jan,11,2008,15,12.981269,13.248444
In the Name of the King: A Dungeon Siege Tale,Jan,11,2008,60,4.775656,13.23322
Yesterday Was a Lie,Jan,17,2008,0.2,0,0
Cloverfield,Jan,18,2008,25,80.048433,171.302226
27 Dresses,Jan,18,2008,30,76.808654,160.247805
Mad Money,Jan,18,2008,22,20.668843,25.044057
Teeth,Jan,18,2008,2,0.347578,2.350641
Taxi to the Dark Side,Jan,18,2008,1,0.274661,0.304472
All Hat,Jan,18,2008,4.9,0.015198,0.015198
U2 3D,Jan,23,2008,15,12.898847,26.170402
Rambo,Jan,25,2008,47.5,42.754105,112.214531
Meet the Spartans,Jan,25,2008,30,38.233676,84.646831
Untraceable,Jan,25,2008,35,28.687835,52.649951
"4 luni, 3 saptamani si 2 zile",Jan,25,2008,0.9,1.196321,11.993156
How She Move,Jan,25,2008,17,7.070641,8.607815
Hancock,Jul,1,2008,150,227.946274,624.234272
The Wackness,Jul,3,2008,6,2.077046,3.330012
Astérix aux Jeux Olympiques,Jul,4,2008,113.5,0.999811,132.999811
Ne le dis à personne,Jul,4,2008,18.5,6.198883,33.954018
Journey to the Center of the Earth,Jul,11,2008,45,101.70437,243.180937
Hellboy II: The Golden Army,Jul,11,2008,82.5,75.986503,160.388063
Meet Dave,Jul,11,2008,60,11.803254,50.648806
August,Jul,11,2008,3.4,0.012636,0.012636
The Dark Knight,Jul,18,2008,185,533.345358,1001.620618
Space Chimps,Jul,18,2008,37,30.105968,67.029956
Transsiberian,Jul,18,2008,15,2.203641,6.379575
The Legend of God's Gun,Jul,18,2008,0.03,0.243768,0.243768
Bienvenue chez les Ch'tis,Jul,25,2008,16,1.47765,247.474497
Step Brothers,Jul,25,2008,65,100.468793,128.468793
The X-Files: I Want to Believe,Jul,25,2008,35,20.982478,68.170792
Man on Wire,Jul,25,2008,1.9,2.962242,5.617067
American Teen,Jul,25,2008,5,0.942441,0.989319
Kung Fu Panda,Jun,6,2008,130,215.434591,631.910531
You Don't Mess With the Zohan,Jun,6,2008,90,100.018837,202.910991
Mongol,Jun,6,2008,18,5.705761,27.147349
And When Did You Last See Your Father?,Jun,6,2008,8,1.07124,2.476491
The Incredible Hulk,Jun,13,2008,137.5,134.806913,265.573859
The Happening,Jun,13,2008,60,64.506874,162.778384
Baghead,Jun,13,2008,0.2,0.140016,0.140016
Get Smart,Jun,20,2008,80,130.319208,226.739416
The Love Guru,Jun,20,2008,62,32.235793,40.159017
Kit Kittredge: An American Girl,Jun,20,2008,10,17.657973,17.657973
Brick Lane,Jun,20,2008,2.5,1.094998,3.838486
WALL-E,Jun,27,2008,180,223.808164,532.508025
Wanted,Jun,27,2008,75,134.508551,342.41646
"10,000 B.C.",Mar,7,2008,105,94.784201,269.065678
The Bank Job,Mar,7,2008,20,30.06066,66.143005
長江七號 (CJ7),Mar,7,2008,20,0.206678,47.300771
Married Life,Mar,7,2008,12,1.506998,2.975188
Snow Angels,Mar,7,2008,1.5,0.402858,0.414404
Horton Hears a Who,Mar,14,2008,85,154.529439,299.477886
Never Back Down,Mar,14,2008,21,24.850922,39.319801
Doomsday,Mar,14,2008,33,11.00877,21.621188
Funny Games,Mar,14,2008,15,1.29464,8.200127
La misma luna,Mar,19,2008,1.7,12.590147,23.271741
Drillbit Taylor,Mar,21,2008,40,32.862104,49.686263
Shutter,Mar,21,2008,8,25.92855,47.782426
Meet the Browns,Mar,21,2008,20,41.975388,41.975388
The Hammer,Mar,21,2008,0.85,0.442638,0.442638
The Grand,Mar,21,2008,3,0.115879,0.115879
21,Mar,28,2008,35,81.159365,159.846429
Superhero Movie,Mar,28,2008,35,26.63852,73.026302
"Run, Fatboy, Run",Mar,28,2008,10,6.003262,33.51226
Stop-Loss,Mar,28,2008,25,10.915744,11.229035
Happy Valley,Mar,28,2008,0.25,0.067665,0.067665
Iron Man,May,2,2008,186,318.604126,585.171547
Made of Honor,May,2,2008,40,46.012734,106.548738
Son of Rambow: A Home Movie,May,2,2008,2,1.785505,11.263263
Redbelt,May,2,2008,7,2.344847,2.667084
What Happens in Vegas...,May,9,2008,35,80.277646,218.535708
Speed Racer,May,9,2008,120,43.945766,93.394462
Poultrygeist: Night of the Chicken Dead,May,9,2008,0.45,0.013804,0.022623
The Chronicles of Narnia: Prince Caspian,May,16,2008,225,141.62149,417.341288
Indiana Jones and the Kingdom of the Crystal Skull,May,22,2008,185,317.101119,786.635413
The Children of Huang Shi,May,23,2008,20,1.031872,8.2217
"War, Inc.",May,23,2008,10,0.580862,1.299855
Savage Grace,May,28,2008,4.6,0.434417,0.968805
Sex and the City,May,30,2008,57.5,152.647258,415.247258
Sex and the City,May,30,2008,57.5,152.647258,415.247258
The Strangers,May,30,2008,9,52.59761,83.051676
The Foot Fist Way,May,30,2008,0.079,0.234286,0.234286
Stuck,May,30,2008,5,0.067505,0.067505
Madagascar: Escape 2 Africa,Nov,7,2008,150,180.17488,599.680774
Role Models,Nov,7,2008,28,67.300955,94.500826
The Boy in the Striped Pyjamas,Nov,7,2008,12.5,9.046156,44.083403
Soul Men,Nov,7,2008,40,12.082391,12.345883
Repo! The Genetic Opera,Nov,7,2008,8.5,0.140244,0.198883
Slumdog Millionaire,Nov,12,2008,14,141.330703,384.53044
Quantum of Solace,Nov,14,2008,230,169.368427,591.692078
Fuel,Nov,14,2008,2.5,0.174255,0.174255
Twilight,Nov,21,2008,37,192.769854,402.280159
Bolt,Nov,21,2008,150,114.053579,328.015029
Special,Nov,21,2008,1,0.007202,0.026822
Australia,Nov,26,2008,130,49.554002,215.08081
Four Christmases,Nov,26,2008,80,120.14604,168.311558
Milk,Nov,26,2008,20,31.841299,57.293371
Religulous,Oct,1,2008,2.5,13.01116,13.881317
Beverly Hills Chihuahua,Oct,3,2008,20,94.514402,154.218168
Nick and Norah's Infinite Playlist,Oct,3,2008,10,31.487293,33.886017
Blindness,Oct,3,2008,25,3.073392,20.052958
Rachel Getting Married,Oct,3,2008,12,12.796861,17.475475
How to Lose Friends & Alienate People,Oct,3,2008,28,2.775593,12.031443
An American Carol,Oct,3,2008,20,7.013191,7.022183
Flash of Genius,Oct,3,2008,20,4.442377,4.504111
RocknRolla,Oct,8,2008,18,5.700626,27.794339
Body of Lies,Oct,10,2008,67.5,39.394666,118.55653
Quarantine,Oct,10,2008,12,31.691811,41.924774
City of Ember,Oct,10,2008,38,7.873007,17.831558
The Express,Oct,10,2008,37.5,9.793406,9.813309
Billy: The Early Years of Billy Graham,Oct,10,2008,3.6,0.320896,0.320896
Call+Response,Oct,10,2008,0.2,0.212989,0.212989
Good Dick,Oct,10,2008,0.2,0.028835,0.052443
Max Payne,Oct,17,2008,35,40.689393,85.763888
The Secret Life of Bees,Oct,17,2008,11,37.780486,39.994347
W.,Oct,17,2008,25.1,25.534493,28.575778
Sex Drive,Oct,17,2008,19,8.402485,10.412485
What Just Happened,Oct,17,2008,27,1.090947,2.412123
Sunday School Musical,Oct,21,2008,0.25,0,0
High School Musical 3: Senior Year,Oct,24,2008,11,90.559416,274.39288
Saw V,Oct,24,2008,10.8,56.746769,118.209778
Changeling,Oct,24,2008,55,35.739802,113.80558
Changeling,Oct,24,2008,55,35.739802,113.80558
Pride and Glory,Oct,24,2008,30,15.740721,43.440721
Låt den rätte komma in,Oct,24,2008,4.5,2.122085,12.247682
Passchendaele,Oct,24,2008,20,4.452423,4.453327
"Synecdoche, New York",Oct,24,2008,20,3.083538,4.383538
Roadside Romeo,Oct,24,2008,2,0.055202,2.04609
Heroes,Oct,24,2008,0.4,0.655538,0.655538
Zack and Miri Make a Porno,Oct,31,2008,24,31.457946,36.856306
The Haunting of Molly Hartley,Oct,31,2008,5,13.442412,15.318257
Eden Lake,Oct,31,2008,2,0.007321,4.294373
The Other End of the Line,Oct,31,2008,2.5,0.115504,0.507446
My Name is Bruce,Oct,31,2008,1.5,0.173066,0.173066
Little Big Top,Oct,31,2008,0.24,0.007484,0.007484
Bangkok Dangerous,Sep,5,2008,45,15.298133,46.598133
Everybody Wants to Be Italian,Sep,5,2008,3,0.351416,0.351416
"Surfer, Dude",Sep,5,2008,6,0.036497,0.036497
Burn After Reading,Sep,12,2008,37,60.355347,168.167798
Righteous Kill,Sep,12,2008,60,40.08141,78.48141
The Women,Sep,12,2008,16,26.902075,50.103808
The Duchess,Sep,19,2008,27,13.848978,45.16011
Lakeview Terrace,Sep,19,2008,20,39.263506,44.821299
My Best Friend's Girl,Sep,19,2008,20,19.21925,34.787111
Igor,Sep,19,2008,22,19.528602,31.013349
Ghost Town,Sep,19,2008,20,13.367624,29.958228
Appaloosa,Sep,19,2008,20,20.211394,27.911453
Tropa de Elite,Sep,19,2008,6.53789,0.008744,14.319195
Eagle Eye,Sep,26,2008,80,101.440743,178.066569
Fireproof,Sep,26,2008,0.5,33.456317,33.473297
Miracle at St. Anna,Sep,26,2008,45,7.916887,9.676497
Choke,Sep,26,2008,3.4,2.926565,4.124277
The Lucky Ones,Sep,26,2008,14,0.266967,0.266967
Fast & Furious,Apr,3,2009,85,155.064265,363.064265
Adventureland,Apr,3,2009,9.8,16.044025,17.553055
1612,Apr,7,2009,12,0,5.400624
Hannah Montana the Movie,Apr,10,2009,30,79.576189,169.173206
Dragonball Evolution,Apr,10,2009,30,9.362785,58.22846
Observe and Report,Apr,10,2009,18,24.007324,27.148898
Royal Kill,Apr,10,2009,0.35,0,0
17 Again,Apr,17,2009,40,64.167069,139.474906
State of Play,Apr,17,2009,60,37.017955,88.83221
Crank 2: High Voltage,Apr,17,2009,20,13.684249,35.472739
Sleep Dealer,Apr,17,2009,2.5,0.080136,0.108907
Earth,Apr,22,2009,47,32.011576,116.773317
Home,Apr,23,2009,0.5,0.015433,44.793168
Obsessed,Apr,24,2009,20,68.261644,73.964713
The Soloist,Apr,24,2009,60,31.853584,38.52245
The Informers,Apr,24,2009,18,0.315,0.315
G.I. Joe: The Rise of Cobra,Aug,7,2009,175,150.201498,302.469017
Julie & Julia,Aug,7,2009,40,94.125426,126.646119
A Perfect Getaway,Aug,7,2009,14,15.51546,22.81546
London to Brighton,Aug,11,2009,0.825,0,0.610776
District 9,Aug,14,2009,30,115.646235,212.453431
Gake no ue no Ponyo,Aug,14,2009,34,15.090399,205.312666
The Time Traveler's Wife,Aug,14,2009,39,63.414846,102.332135
"The Goods: Live Hard, Sell Hard",Aug,14,2009,10,15.122676,15.297318
Bandslam,Aug,14,2009,20,5.210988,12.967829
Grace,Aug,14,2009,5,0.008297,0.008297
Inglourious Basterds,Aug,21,2009,70,120.774594,316.915264
Shorts,Aug,21,2009,20,20.919166,29.870801
Der Baader Meinhof Komplex,Aug,21,2009,19.7,0.47627,16.498827
Post Grad,Aug,21,2009,15,6.382178,6.563402
Fifty Dead Men Walking,Aug,21,2009,10,0,0.997921
World's Greatest Dad,Aug,21,2009,10,0.221805,0.29575
Taking Woodstock,Aug,26,2009,29,7.460204,10.066366
The Final Destination,Aug,28,2009,40,66.4777,187.384627
Halloween 2,Aug,28,2009,15,33.392973,38.51285
The Open Road,Aug,28,2009,10,0.019716,0.019716
Up in the Air,Dec,4,2009,30,83.823381,166.842739
Brothers,Dec,4,2009,26,28.544157,45.04387
Armored,Dec,4,2009,20,15.988876,23.661038
Paa,Dec,4,2009,4.3,0.199228,9.791282
Everybody's Fine,Dec,4,2009,20,9.208876,9.208876
Invictus,Dec,11,2009,60,37.491364,124.514011
The Lovely Bones,Dec,11,2009,95,44.114232,94.894448
A Single Man,Dec,11,2009,7,9.176,28.142379
Rocket Singh: Salesman of the Year,Dec,11,2009,1.07,0.164649,5.348767
Crazy Heart,Dec,16,2009,8.5,39.471742,47.417251
Avatar,Dec,18,2009,425,760.507625,2783.918982
Did You Hear About the Morgans?,Dec,18,2009,58,29.580087,80.480566
Did You Hear About the Morgans?,Dec,18,2009,58,29.580087,80.480566
Nine,Dec,18,2009,80,19.676965,53.508858
The Young Victoria,Dec,18,2009,35,11.001272,31.878891
Alvin and the Chipmunks: The Squeakquel,Dec,23,2009,70,219.614612,443.483213
Sherlock Holmes,Dec,25,2009,90,209.028679,498.438212
It’s Complicated,Dec,25,2009,85,112.735375,224.614744
The Imaginarium of Doctor Parnassus,Dec,25,2009,30,7.689607,64.352607
Lesbian Vampire Killers,Dec,29,2009,2,0,3.620902
Das Weisse Band: Eine deutsche Kindergeschichte,Dec,30,2009,18,2.222862,25.727044
Shi Yue Wei Cheng,Dec,31,2009,23,0,44.195779
Obitaemyy ostrov,Dec,31,2009,36.5,0,15
Nikté,Dec,31,2009,2.4,0,1.333891
Crying With Laughter,Dec,31,2009,0.82,0,0.016909
Starsuckers,Dec,31,2009,0.64,0,0.014812
Big Things,Dec,31,2009,0.05,0,0
He's Just Not That Into You,Feb,6,2009,40,93.953653,181.053657
Coraline,Feb,6,2009,60,75.286229,126.037057
Push,Feb,6,2009,38,31.811527,44.411527
Polytechnique,Feb,6,2009,6,1.418304,1.418304
Friday the 13th,Feb,13,2009,17,65.002019,92.670237
The International,Feb,13,2009,50,25.450527,53.850527
Gomorra,Feb,13,2009,6.2,1.579146,37.339594
Two Lovers,Feb,13,2009,12,3.149034,16.349034
Madea Goes To Jail,Feb,20,2009,17.5,90.508336,90.508336
Fired Up,Feb,20,2009,20,17.231291,18.60857
Street Fighter: The Legend of Chun-Li,Feb,27,2009,50,8.742261,11.942261
Scott Walker: 30 Century Man,Feb,27,2009,0.5,0.00684,0.077121
Bride Wars,Jan,9,2009,30,58.71551,115.150424
The Unborn,Jan,9,2009,16,42.67041,78.208812
Not Easily Broken,Jan,9,2009,5,10.572742,10.732909
"Che, Part 1: The Argentine",Jan,9,2009,29,1.733532,1.733532
Paul Blart: Mall Cop,Jan,16,2009,26,146.336178,185.90475
Hotel for Dogs,Jan,16,2009,35,73.178547,122.357172
My Bloody Valentine,Jan,16,2009,14,51.545952,102.836002
Defiance,Jan,16,2009,50,28.644813,52.987754
Notorious,Jan,16,2009,19,36.843682,45.005151
Underworld 3: Rise of the Lycans,Jan,23,2009,35,45.802315,89.102315
Inkheart,Jan,23,2009,60,17.303424,66.655938
Outlander,Jan,23,2009,50,0.166003,1.250617
Donkey Punch,Jan,23,2009,0.75,0.019367,0.814801
Taken,Jan,30,2009,25,145.000989,226.941585
Entre les murs,Jan,30,2009,3.25,3.76681,34.114067
New in Town,Jan,30,2009,8,16.734283,29.937909
Ice Age: Dawn of the Dinosaurs,Jul,1,2009,90,196.573705,859.701857
Public Enemies,Jul,1,2009,102.5,97.10462,212.282709
Flying By,Jul,7,2009,5,0,4.568257
Brüno,Jul,10,2009,42,60.05453,138.708527
"I Love You, Beth Cooper",Jul,10,2009,18,14.800725,16.382538
[Rec],Jul,14,2009,2.1,0,23.266821
Harry Potter and the Half-Blood Prince,Jul,15,2009,250,301.959197,935.083686
G-Force,Jul,24,2009,150,119.43677,292.817841
The Ugly Truth,Jul,24,2009,38,88.915214,205.298907
Orphan,Jul,24,2009,20,41.596251,78.769428
Adam,Jul,29,2009,3.2,2.283291,2.834485
Funny People,Jul,31,2009,72.5,51.855045,71.880305
Aliens in the Attic,Jul,31,2009,45,25.200412,59.551283
The Collector,Jul,31,2009,3,7.712114,10.473836
Flammen og Citronen,Jul,31,2009,9,0.148089,1.635241
The Hangover,Jun,5,2009,35,277.322503,465.764086
Land of the Lost,Jun,5,2009,100,49.43837,69.548641
My Life in Ruins,Jun,5,2009,17,8.677425,20.477425
Away We Go,Jun,5,2009,21,9.451946,10.108016
Home,Jun,5,2009,12,0,1.620056
The Taking of Pelham 123,Jun,12,2009,110,65.452312,152.36437
Imagine That,Jun,12,2009,55,16.222392,16.222392
Imagine That,Jun,12,2009,55,16.222392,16.222392
Moon,Jun,12,2009,5,5.010163,10.676073
"Food, Inc.",Jun,12,2009,1,4.417674,4.731944
The Proposal,Jun,19,2009,40,163.958031,314.709717
Year One,Jun,19,2009,60,43.337279,57.604723
Whatever Works,Jun,19,2009,15,5.306706,35.106706
Dod sno,Jun,19,2009,0.8,0.046742,2.19402
Chasseurs de dragons,Jun,23,2009,17,0,13.446115
Transformers: Revenge of the Fallen,Jun,24,2009,210,402.11187,836.519699
My Sister's Keeper,Jun,26,2009,27.5,49.20023,96.673002
The Hurt Locker,Jun,26,2009,15,17.017811,49.894223
Chéri,Jun,26,2009,23,2.715657,2.715657
Surveillance,Jun,26,2009,3.5,0.027349,1.396395
Watchmen,Mar,6,2009,138,107.509799,184.068357
The Last House on the Left,Mar,13,2009,15,32.752215,46.526243
Sunshine Cleaning,Mar,13,2009,5,12.062558,17.329337
Miss March,Mar,13,2009,6,4.54332,4.713059
"I Love You, Man",Mar,20,2009,40,72.01301,92.302502
Duplicity,Mar,20,2009,60,40.572825,81.079566
Super Capers,Mar,20,2009,2,0.030955,0.030955
Monsters vs. Aliens,Mar,27,2009,175,198.351526,381.68738
12 Rounds,Mar,27,2009,20,12.234694,17.306648
X-Men Origins: Wolverine,May,1,2009,150,179.883157,374.82576
Star Trek,May,8,2009,140,257.730019,385.680446
Next Day Air,May,8,2009,3,10.027047,10.172519
Julia,May,8,2009,6,0.065108,1.365108
Adoration,May,8,2009,4,0.294244,0.384244
Angels & Demons,May,15,2009,150,133.375846,490.875846
The Brothers Bloom,May,15,2009,20,3.531756,5.531756
Terminator Salvation,May,21,2009,200,125.322469,365.491792
Night at the Museum: Battle of the Smithsonian,May,22,2009,150,177.243721,402.231063
Dance Flick,May,22,2009,25,25.794018,32.224624
Easy Virtue,May,22,2009,14,2.656784,20.537741
The Girlfriend Experience,May,22,2009,1.3,0.69584,1.00584
Up,May,29,2009,175,293.004164,731.463377
Män som hatar kvinnor,May,29,2009,13,12.749992,109.421911
Drag Me To Hell,May,29,2009,30,42.100625,91.388487
Pontypool,May,29,2009,1.5,0.003865,0.031916
Disney’s A Christmas Carol,Nov,6,2009,190,137.855863,315.709697
Precious (Based on the Novel Push by Sapphire),Nov,6,2009,10,47.566524,68.722848
The Men Who Stare at Goats,Nov,6,2009,24,32.428195,67.348218
The Fourth Kind,Nov,6,2009,10,26.21817,49.486874
The Box,Nov,6,2009,25,15.051977,26.341896
Nanjing! Nanjing!,Nov,7,2009,12,0.122558,20.122558
Ink,Nov,10,2009,0.25,0,0
2012,Nov,13,2009,200,166.112167,788.408539
Fantastic Mr. Fox,Nov,13,2009,40,21.002919,47.085064
The Boat That Rocked,Nov,13,2009,50,8.017467,37.472651
The Messenger,Nov,13,2009,6.5,1.10966,1.744952
The Blind Side,Nov,20,2009,35,255.959475,305.705794
Red Cliff,Nov,20,2009,40,0.627047,119.627047
Planet 51,Nov,20,2009,60,42.19406,108.996113
Bad Lieutenant: Port of Call New Orleans,Nov,20,2009,25,1.702112,12.413949
The Missing Person,Nov,20,2009,2,0.017896,0.017896
The Princess and the Frog,Nov,25,2009,105,104.400899,270.997378
Old Dogs,Nov,25,2009,35,49.49206,95.104304
The Road,Nov,25,2009,25,8.11427,29.206732
Me and Orson Welles,Nov,25,2009,25,1.190003,1.190003
Zombieland,Oct,2,2009,23.6,75.590286,102.236596
The Invention of Lying,Oct,2,2009,18.5,18.451251,32.679264
A Serious Man,Oct,2,2009,7,9.228788,30.36057
Whip It,Oct,2,2009,15,13.077184,18.889972
A Charlie Brown Christmas,Oct,6,2009,0.15,0,0
Couples Retreat,Oct,9,2009,60,109.20566,172.450423
St. Trinian’s,Oct,9,2009,11.4,0.015,29.830239
An Education,Oct,9,2009,7.5,12.574914,29.652736
The Damned United,Oct,9,2009,6.4,0.449865,4.199874
Bronson,Oct,9,2009,0.23,0.104979,2.703762
Free Style,Oct,9,2009,10,0.141108,0.721108
Trucker,Oct,9,2009,1.5,0.052429,0.052429
Law Abiding Citizen,Oct,16,2009,53,73.357727,131.159781
Law Abiding Citizen,Oct,16,2009,53,73.357727,131.159781
Where the Wild Things Are,Oct,16,2009,100,77.233467,99.123656
The Stepfather,Oct,16,2009,20,29.062561,29.227561
Janky Promoters,Oct,16,2009,10,0.009069,0.009069
Saw VI,Oct,23,2009,11,27.693292,69.752402
Astro Boy,Oct,23,2009,65,19.551067,41.636243
Cirque du Freak: The Vampire's Assistant,Oct,23,2009,40,14.046595,39.753957
Amelia,Oct,23,2009,40,14.279575,19.756077
Ong-Bak 2,Oct,23,2009,15,0.102458,7.58305
Motherhood,Oct,23,2009,10,0.093388,0.723388
Stan Helsing: A Parody,Oct,27,2009,14,0,1.553556
Michael Jackson's This Is It,Oct,28,2009,60,72.091016,252.091016
The Boondock Saints 2: All Saints Day,Oct,30,2009,8,10.273187,10.62932
Gentlemen Broncos,Oct,30,2009,9.5,0.115155,0.119955
The House of the Devil,Oct,30,2009,1,0.101215,0.102812
Gamer,Sep,4,2009,50,20.534907,42.002029
All About Steve,Sep,4,2009,15,33.862903,40.127259
Extract,Sep,4,2009,7.5,10.823158,10.849158
9,Sep,9,2009,30,31.749894,48.559999
I Can Do Bad All By Myself,Sep,11,2009,19,51.733921,51.733921
